date;epoch;fraction_mask;fraction_travel_abroad;fraction_travel_settlement;infectednum
2020-12-11;1607641201;0.912538224510778;0.014680950084681151;0.10668458918695062;6197
2020-12-12;1607727601;0.9210804839174166;0.028468329580577535;0.15218487061552444;5047
2020-12-13;1607814001;0.8674115189289666;0.03130565320501324;0.1214706903035804;4153
2020-12-14;1607900401;0.6762968511252007;0.03544216037266425;0.09395745441280935;3470
2020-12-15;1607986801;0.8567932053220321;0.03239255119161269;0.12218177020068854;1893
2020-12-16;1608073201;0.9115725582795228;0.029968820256764055;0.1171058289810303;2804
2020-12-17;1608159601;0.836354249118143;0.031092488388141368;0.1658312977863315;2982
2020-12-18;1608246001;0.87326002974908;0.03384933688715965;0.14284300219380364;4428
2020-12-19;1608332401;0.9248175546382076;0.03052141968405718;0.14435776041766527;4045
2020-12-20;1608418801;0.8065192122075865;0.03236713223947222;0.13270859911551083;2967
2020-12-21;1608505201;0.7165075902224581;0.0291224735664903;0.10454617333099214;2141
2020-12-22;1608591601;0.8332593408782922;0.02969897316502725;0.1622752402903644;1238
2020-12-23;1608678001;0.9243036638535357;0.02935023672097856;0.1804793637398698;1894
2020-12-24;1608764401;0.8646876453838784;0.02974600513465737;0.12587558977408847;3292
2020-12-25;1608850801;0.5395921986434649;0.03413294839669788;0.11877901228130164;2610
2020-12-26;1608937201;0.43258619863573317;0.034565321756747584;0.1422344320718113;1198
2020-12-27;1609023601;0.4662879696703216;0.036904354514905674;0.09879440662949941;698
2020-12-28;1609110001;0.48929378243842736;0.03269555284046132;0.07365110065107737;609
2020-12-29;1609196401;0.8882489397538906;0.013601747425163957;0.11698949365328153;902
2020-12-30;1609282801;0.9016460500972426;0.014228402294337104;0.16845994617661958;1972
2020-12-31;1609369201;0.9101404428833234;0.029511385348547435;0.1851680563225437;2971
2021-01-01;1609455601;0.7331627959716845;0.03132417590224939;0.10277939252991704;2764
2021-01-02;1609542001;0.4025997119568261;0.03479622448499099;0.061097275888294104;1410
2021-01-03;1609628401;0.6140129158161167;0.03076205610619502;0.1586575443200464;1307
2021-01-04;1609714801;0.7659371029717352;0.03295450386617533;0.12239235711701398;856
2021-01-05;1609801201;0.8847012824562994;0.031568650055702724;0.1381031913179771;870
2021-01-06;1609887601;0.9378983885947767;0.030190045357902383;0.16131951130395172;2047
2021-01-07;1609974001;0.9339269866010017;0.03394356158569637;0.1472858007836135;3068
2021-01-08;1610060401;0.8928111450241873;0.03584700894999124;0.19382197258189438;2907
2021-01-09;1610146801;0.9085154910677449;0.02849716730037873;0.13271587993506703;2716
2021-01-10;1610233201;0.8642319485714836;0.028571430750574982;0.13660266359693513;1778
2021-01-11;1610319601;0.8234700114664041;0.035666120371335194;0.12278310479349362;1419
2021-01-12;1610406001;0.8931248206314161;0.0076838131711151345;0.11349597380358607;696
2021-01-13;1610492401;0.9320624452500613;0.030947109408569012;0.178917587362932;1358
2021-01-14;1610578801;0.8918602640834487;0.027974473588668922;0.17347664841453084;1926
2021-01-15;1610665201;0.9419365460366805;0.029799662496620014;0.14408414092364333;1513
2021-01-16;1610751601;0.8326978282620482;0.026702439156361814;0.18869662873874826;1438
2021-01-17;1610838001;0.8647235975913519;0.02859423370832237;0.12810121470230737;1241
2021-01-18;1610924401;0.6385590983954502;0.030619803121956456;0.11949702561255514;875
2021-01-19;1611010801;0.8471981253614043;0.03237549170623497;0.1683800018246958;573
2021-01-20;1611097201;0.9060069010943002;0.032074734202816355;0.15257485885475708;976
2021-01-21;1611183601;0.8579663414309479;0.03038254108296604;0.13227157183326832;1410
2021-01-22;1611270001;0.9161337046211404;0.027770396328534484;0.2025044582545981;1311
2021-01-23;1611356401;0.9076560752968219;0.029442871311176656;0.1810102764139027;1344
2021-01-24;1611442801;0.826696565671656;0.030060308044204145;0.10419908833777655;1257
2021-01-25;1611529201;0.7311856315222178;0.009607379632587065;0.11199387474481652;844
2021-01-26;1611615601;0.9197188836591521;0.04535972750240464;0.13529287859015246;459
2021-01-27;1611702001;0.8933755285489502;0.03047811424347574;0.14171435805223662;1004
2021-01-28;1611788401;0.784616150592041;0.03259201928294889;0.17210526446780372;1569
2021-01-29;1611874801;0.8995230618531362;0.03327283998046396;0.13821970486583873;1459
2021-01-30;1611961201;0.9536997930760411;0.0324965094147448;0.18753543831457561;1370
2021-01-31;1612047601;0.7956018643220246;0.03420434127351119;0.10645098111311793;1307
2021-02-01;1612134001;0.7040190457013833;0.03612909614766;0.08717337536898477;1124
2021-02-02;1612220401;0.8172195464518459;0.03269068056168369;0.11218659671683714;578
2021-02-03;1612306801;0.86372732222694;0.03402658612754425;0.1421548316999731;1048
2021-02-04;1612393201;0.8853364246337615;0.02866185028820883;0.1223002559387474;1652
2021-02-05;1612479601;0.9263234141160178;0.041861192617206534;0.19672336336682425;1576
2021-02-06;1612566001;0.8749208054961812;0.03314007420839256;0.12909880042561137;1561
2021-02-07;1612652401;0.7717607700585729;0.03308860874784722;0.10776390379840275;1370
2021-02-08;1612738801;0.581565718064438;0.041289749697340755;0.1108159328892958;1160
2021-02-09;1612825201;0.8294527231502994;0.04031116027548177;0.15927741808127435;1079
2021-02-10;1612911601;0.9045467282320752;0.03488427296552218;0.1639291453948484;1279
2021-02-11;1612998001;0.9047028882996585;0.026430285103603287;0.13766474736096185;1862
2021-02-12;1613084401;0.8875466835915851;0.035719224935858766;0.11518047945784837;1860
2021-02-13;1613170801;0.9177589013871913;0.034311907793291296;0.14502924300099834;2020
2021-02-14;1613257201;0.7339942174325171;0.03722386188844669;0.0911617897435685;1707
2021-02-15;1613343601;0.7934507559339091;0.03818052450147935;0.14454410031604745;1337
2021-02-16;1613430001;0.9170052210241615;0.03315379497280651;0.2102205746734576;823
2021-02-17;1613516401;0.9180259983320967;0.03372010369520881;0.2001843569184884;1548
2021-02-18;1613602801;0.859217400214378;0.03763878180470992;0.1201204990087709;2853
2021-02-19;1613689201;0.8847341117384911;0.02982505293387284;0.18826244373331205;3093
2021-02-20;1613775601;0.8643496069128518;0.038035686488737966;0.1125181060911481;2995
2021-02-21;1613862001;0.7599742260551178;0.028781427563665987;0.10541328232075042;2912
2021-02-22;1613948401;0.7050776987610562;0.027306871976666612;0.09588077934352476;2623
2021-02-23;1614034801;0.8254775789071493;0.042664776660192465;0.1327030746267423;1628
2021-02-24;1614121201;0.9023884647751917;0.03683890020297627;0.22153549497452285;2855
