epoch;date;all_contact;all_contact_var;capital_cont;capital_cont_var;central_hun_cont;central_hun_cont_var;rural_hun_cont;rural_hun_cont_var
1577833200;2020-01-01;23.622173154140384;65905.06523249691;25.400457972473447;25494.411299173087;24.88514820336163;39895.7585221857;23.069384012666536;77323.06479844874
1585004399;2020-03-23;4.664271546589455;60.27547837614698;4.210996736602243;78.4891505406763;4.360849121199773;85.67670165064288;4.78678197317578;49.99759659936229
1585090799;2020-03-24;3.8839542079251337;42.38011040025299;2.2656788110676795;5.721615855426799;3.96395701823383;61.81781439055502;3.849028210220803;33.88903233721692
1585177199;2020-03-25;2.872346014645415;14.062907609402682;2.1239811659206795;5.38574648752065;2.3828065975477313;4.799800406512564;3.21145946810084;20.26661804278736
1585263599;2020-03-26;2.292381688098318;7.314910483831758;2.240590922015574;6.972552853474118;2.166434895172309;8.039630248474992;2.3773960439028743;6.827641047277215
1585349999;2020-03-27;3.012881057406946;31.49882243196135;2.9872782421845954;76.84783676438295;2.6046447554372203;48.257966304157485;3.323886540452378;18.5642958815084
1585436399;2020-03-28;2.260084115433807;45.56802526760325;1.6920541800428226;2.8283284397485167;1.626958969371944;2.4613360147738232;2.6641625980845856;72.65968037088997
1585522799;2020-03-30;2.050313873742381;3.6766744082577576;1.7472444920117531;2.4896743335383094;1.9347606892013873;3.875833515172878;2.1165337779160485;3.557242745946643
1585609199;2020-03-31;3.5819465243997346;30.530951697595746;2.9641400584354356;18.07883982147789;3.168378041016814;16.626600974570508;3.8172151031231767;38.32466704095783
1585695599;2020-04-01;2.933843917462219;14.011881558536428;2.487764019580064;10.155858341735538;2.6519647310256667;10.389267657472141;3.1292168785722914;16.494509272585784
1585781999;2020-04-02;3.3514507762781807;24.98024980763171;3.5042356561473684;61.920546066056176;3.3945700802730427;39.1299370091249;3.33649442227165;20.067946435166032
1585868399;2020-04-03;3.216092721350269;32.904902227392625;2.5531675824678035;11.823676828861725;3.1284681285442577;22.597662113022498;3.2550487247672053;37.48073295992482
1585954799;2020-04-04;3.4836465258126688;59.43959159969202;2.938801190192351;27.499016234801584;2.709012430620219;17.129434310177157;3.848453167375371;78.8967612030924
1586041199;2020-04-05;4.189555827485881;75.13083250288054;3.181827425960507;33.16640436707843;2.841219127145123;21.250119970681705;4.789966632259871;98.16562582828512
1586127599;2020-04-06;2.8057387796182973;85.6337605775668;2.3727283334436295;8.533055264245471;2.2857749513953904;7.000611550432919;3.031127430380142;119.54559517524699
1586213999;2020-04-07;2.942918133853692;11.536474275101801;2.5583816686600582;8.647481504130555;2.5768922809633894;7.485351501417414;3.2794443758420364;15.20193661172087
1586300399;2020-04-08;3.606910215874415;37.58742686879168;3.091459298564109;41.444220874485765;2.9860157877611577;29.686696223755312;3.9458224066883103;41.63813155845185
1586386799;2020-04-09;4.408112645872182;354.9911414336818;2.825440062364305;1683.7326035933802;3.47634755647814;849.786691897528;4.94526151166052;72.76852787027357
1586473199;2020-04-10;5.540784242445156;107.19379306488892;5.245509448007785;104.92691135842779;5.0840885161332245;95.28239614998628;5.864792343593075;115.50833766834918
1586559599;2020-04-11;3.1254597216231623;33.629224185105436;1.8318169786519185;2.812679849079581;1.86373969122823;4.753000969632288;4.083189571457934;54.0032192932627
1586645999;2020-04-12;4.725157077817328;60.789653820412966;4.08984448274205;71.67631781356656;3.573595427228828;43.13103407060708;5.062290040797282;65.52717844730941
1586732399;2020-04-13;3.165599137303204;16.631087235927684;2.5855379638630827;21.698808619196782;2.4180255546846308;12.519982232168896;3.690033813052525;19.315629200321894
1586818799;2020-04-14;3.161012146935239;15.760982737943605;2.3683998857965944;4.736507214812944;2.6164537382035835;6.546781755610526;3.368972903224358;19.104134570834315
1586905199;2020-04-15;5.082705686830747;77.5668160029273;3.2720796766491183;12.934099885548148;4.00245184953287;45.609242192542816;5.613046988986262;92.34557228484606
1586991599;2020-04-16;5.074585121746861;62.6326424570221;3.7961522223856665;41.11711706421732;4.624927315739286;79.2766320786659;5.29150789977888;54.43024374895679
1587077999;2020-04-17;5.013676275926511;120.01820562005803;3.7126023395287016;27.47483800487375;3.504158477115224;36.1112951019575;5.872701463107352;165.07780675100003
1587164399;2020-04-18;6.3400990472167305;147.7395706406907;5.362409511933627;64.42459587387812;5.411894149682849;81.25088326929195;6.845014087115687;183.30947910647743
1587250799;2020-04-19;3.811663074118977;49.2170460760875;4.960128917555455;89.18065640117547;4.300733229059641;56.75917154081532;3.5572179842633425;45.16543102613766
1587337199;2020-04-20;3.052424975561893;68.53950347660107;2.3760035435921973;6.82779411560517;2.622507084133914;6.249132797006643;3.3139161038388734;106.0952336047723
1587423599;2020-04-21;4.4337056217738855;74.08811885820211;3.3205368985977075;25.59763649553816;3.8388715317097093;38.88973208190154;4.75932842467219;92.83476349808053
1587509999;2020-04-22;5.243111340406424;108.89319429951725;4.423607336164635;44.30229270804915;5.479015328395866;77.40757917186139;5.141479059988624;122.40550636342789
1587596399;2020-04-23;6.0856676745741884;76.4722460345362;4.583504826439942;69.77224184859027;5.584397736674783;83.41556609764656;6.305509600308751;73.28295387850243
1587682799;2020-04-24;6.393723555338622;124.23418714983815;4.4871479854724035;144.2192553771713;5.423488974918137;171.24011942438196;6.806937191833437;104.05306018153479
1587769199;2020-04-25;4.921161963259139;46.91388915827492;4.282397095496955;35.233032743582584;4.900407188195856;34.992752672793486;4.928211910626765;50.96101519142479
1587855599;2020-04-26;5.17574340521281;101.5789202211494;4.5750949392683395;62.06966221502444;4.899032747806038;45.57454972419828;5.300863680059533;126.79364369776624
1587941999;2020-04-27;4.272966444438384;53.31121416429159;2.6435155585605323;6.7859757823257185;3.6203722180070286;15.620739411094412;4.562465224396754;69.46931283032727
1588028399;2020-04-28;5.781863690771267;174.04974818735147;4.2174707803528255;48.414082116696974;5.5299151771565045;90.05945022749073;5.894539909894815;211.5590318301814
1588114799;2020-04-29;5.2206107074434245;84.14909841496281;4.68428171029037;40.44777547766792;4.458177000712512;35.29937513069007;5.701534292941082;114.42793985884977
1588201199;2020-04-30;4.928795625841532;71.2337569726808;3.821488741202967;98.70750831511155;3.906654710751232;62.12145024775634;5.496896117018457;75.53265057856254
1588287599;2020-05-01;5.318865181787351;69.61373695699095;4.163693534388576;42.90457570411592;4.464910455449784;41.03164948112155;5.922942330017638;89.02108629723656
1588373999;2020-05-02;3.0815802917517523;25.450620594090772;1.9592426355392933;6.088194612790469;1.8068626242847319;4.870473676355161;3.7645619128696683;35.3715873412811
1588460399;2020-05-03;3.6316196982241733;190.8571664492182;4.257791834807438;207.34027365144672;3.696530143009696;116.87399380662497;3.594014584504697;233.73899885503965
1588546799;2020-05-04;3.569194537613035;21.242663220364534;3.692645602488144;37.76545327514756;3.5432030777044576;28.06334817401962;3.5909606568092505;15.535095651422896
1588633199;2020-05-05;5.031801182643489;132.2222106078987;4.430858409524959;202.48717639117356;4.478418540911752;131.73264337590237;5.332536883177277;131.99623447193304
1588719599;2020-05-06;6.287366647423643;208.1769606616513;7.3704985506311615;327.1828235813038;5.989963112408407;190.6514218782671;6.495129007236955;220.10228014017324
